Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Comment,Simple.Disease,Disease,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_IA5273AA,DTU2017-774-PRJ1111-Escherischia-coli-528-16025596_S6_L001_R1_001,traces-0GQhlEl;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/11/2018,9/13/2018,ESC_IA5273AA,NA,4980,,A,NA,410,153,188,83,7,8,6
ESC_IA5275AA,DTU2017-801-PRJ1111-Escherischia-coli-528-16061042_S33_L001_R1_001,traces-0PBaJyK;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/11/2018,9/13/2018,ESC_IA5275AA,NA,162,ST469 Cplx,AxB1,NA,9,65,5,1,9,13,6
ESC_IA5277AA,DTU2017-804-PRJ1111-Escherischia-coli-528-16062099_S36_L001_R1_001,traces-0NsdjHG;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,,NA,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/11/2018,9/13/2018,ESC_IA5277AA,NA,23,ST23 Cplx,B1,NA,6,4,12,1,20,13,7
ESC_IA5278AA,DTU2016_694_PRJ1055_Escherichia_coli_528_15083204_1,traces-0duzNwc;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5278AA,NA,388,,B1,NA,6,4,12,18,24,7,6
ESC_IA5279AA,DTU2016_693_PRJ1055_Escherichia_coli_528_15090206_1,traces-0ZHYakv;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5279AA,NA,641,ST86 Cplx,,NA,9,6,33,131,24,8,7
ESC_IA5280AA,DTU2016_697_PRJ1055_Escherichia_coli_528_15083201_1,traces-0cRwxUK;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5280AA,NA,6593,ST165 Cplx,,NA,10,27,563,10,12,8,2
ESC_IA5281AA,DTU2016_698_PRJ1055_Escherichia_coli_528_15093648_1,traces-0KSOlEm;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5281AA,NA,367,ST23 Cplx,,NA,6,4,12,1,20,65,7
ESC_IA5282AA,DTU2016_699_PRJ1055_Escherichia_coli_528_15083205_1,traces-0smhjVQ;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5282AA,NA,58,ST155 Cplx,AxB1,NA,6,4,4,16,24,8,14
ESC_IA5283AA,DTU2016_702_PRJ1055_Escherichia_coli_528_15097558_1,traces-0tFagrk;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5283AA,NA,453,ST86 Cplx,,NA,99,6,33,33,24,8,7
ESC_IA5284AA,DTU2016_692_PRJ1055_Escherichia_coli_528_15090173_1,traces-0ztcIAQ;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5284AA,NA,7824,,,NA,6,4,12,870,20,12,7
ESC_IA5285AA,DTU2016_696_PRJ1055_Escherichia_coli_528_15085377_1,traces-0gONmSg;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5285AA,NA,101,ST101 Cplx,B1,NA,43,41,15,18,11,7,6
ESC_IA5286AA,DTU2016_705_PRJ1055_Escherichia_coli_528_15097616_1,traces-0aruFDQ;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5286AA,NA,453,ST86 Cplx,,NA,99,6,33,33,24,8,7
ESC_IA5287AA,DTU2016_708_PRJ1055_Escherichia_coli_528_15083216_1,traces-0YnkjFu;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5287AA,NA,7485,ST20 Cplx,,NA,6,4,3,824,7,7,6
ESC_IA5289AA,DTU2016_711_PRJ1055_Escherichia_coli_528_15105280_1,traces-0iOEGsi;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5289AA,NA,345,ST23 Cplx,,NA,6,4,14,1,20,62,7
ESC_IA5290AA,DTU2016_712_PRJ1055_Escherichia_coli_528_15078283_1,traces-0cTvPsy;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5290AA,NA,23,ST23 Cplx,B1,NA,6,4,12,1,20,13,7
ESC_IA5291AA,DTU2016_713_PRJ1055_Escherichia_coli_528_15108570_1,traces-0gvBvGM;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5291AA,NA,88,ST23 Cplx,B1,NA,6,4,12,1,20,12,7
ESC_IA5292AA,DTU2016_703_PRJ1055_Escherichia_coli_528_15083210_1,traces-0TOReMX;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5292AA,NA,453,ST86 Cplx,,NA,99,6,33,33,24,8,7
ESC_IA5293AA,DTU2016_704_PRJ1055_Escherichia_coli_528_15083211_1,traces-0nunrVN;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5293AA,NA,3564,ST23 Cplx,,NA,6,4,12,1,20,290,7
ESC_IA5294AA,DTU2016_715_PRJ1055_Escherichia_coli_528_15104342_1,traces-0lcugnx;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5294AA,NA,2952,,ABD,NA,100,23,68,45,7,3,7
ESC_IA5295AA,DTU2016_710_PRJ1055_Escherichia_coli_528_15101402_1,traces-0ZNnphs;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5295AA,NA,23,ST23 Cplx,B1,NA,6,4,12,1,20,13,7
ESC_IA5296AA,DTU2016_716_PRJ1055_Escherichia_coli_528_15104344_1,traces-0VqGFra;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5296AA,NA,23,ST23 Cplx,B1,NA,6,4,12,1,20,13,7
ESC_IA5297AA,DTU2016_717_PRJ1055_Escherichia_coli_528_15078285_1,traces-0kLTAPJ;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5297AA,NA,295,ST23 Cplx,,NA,6,4,12,1,9,2,7
ESC_IA5298AA,DTU2016_718_PRJ1055_Escherichia_coli_528_15114811_1,traces-0LcImiX;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5298AA,NA,23,ST23 Cplx,B1,NA,6,4,12,1,20,13,7
ESC_IA5299AA,DTU2016_719_PRJ1055_Escherichia_coli_528_15105279_1,traces-0ccfsVG;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5299AA,NA,75,,AxB1,NA,6,6,5,10,20,23,6
ESC_IA5300AA,DTU2016_720_PRJ1055_Escherichia_coli_528_15116656_1,traces-0gqNPxI;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5300AA,NA,641,ST86 Cplx,,NA,9,6,33,131,24,8,7
ESC_IA5301AA,DTU2016_722_PRJ1055_Escherichia_coli_528_15105802_1,traces-0FOjxoX;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5301AA,NA,88,ST23 Cplx,B1,NA,6,4,12,1,20,12,7
ESC_IA5302AA,DTU2016_723_PRJ1055_Escherichia_coli_528_15108571_1,traces-0GrMMgA;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5302AA,NA,88,ST23 Cplx,B1,NA,6,4,12,1,20,12,7
ESC_IA5303AA,DTU2016_724_PRJ1055_Escherichia_coli_528_15108578_1,traces-0HMMDXW;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5303AA,NA,1800,,AxB1,NA,9,19,33,18,9,122,6
ESC_IA5304AA,DTU2016_726_PRJ1055_Escherichia_coli_528_15116657_1,traces-0pvWkaH;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5304AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_IA5306AA,DTU2016_721_PRJ1055_Escherichia_coli_528_15105800_1,traces-0fsxtTE;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5306AA,NA,1800,,AxB1,NA,9,19,33,18,9,122,6
ESC_IA5307AA,DTU2016_728_PRJ1055_Escherichia_coli_528_15084086_1,traces-0QQuXVv;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5307AA,NA,23,ST23 Cplx,B1,NA,6,4,12,1,20,13,7
ESC_IA5309AA,DTU2016_731_PRJ1055_Escherichia_coli_528_15089123_1,traces-0BXPsVO;ILLUMINA;Paired;;NA;Uploaded,Livestock,Swine,Pig caecal,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5309AA,NA,101,ST101 Cplx,B1,NA,43,41,15,18,11,7,6
ESC_IA5310AA,DTU2016_733_PRJ1055_Escherichia_coli_903_15072855_1,traces-0BHRWie;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5310AA,NA,154,,AxB1,NA,6,6,5,10,9,8,6
ESC_IA5312AA,DTU2016_736_PRJ1055_Escherichia_coli_903_15078160_1,traces-0oYQerQ;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5312AA,NA,295,ST23 Cplx,,NA,6,4,12,1,9,2,7
ESC_IA5313AA,DTU2016_738_PRJ1055_Escherichia_coli_903_15083563_1,traces-0LMPKjL;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5313AA,NA,752,ST10 Cplx,A,NA,10,11,4,8,8,8,49
ESC_IA5314AA,DTU2016_741_PRJ1055_Escherichia_coli_903_15087552_1,traces-0VdCpqX;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5314AA,NA,770,,D,NA,52,116,55,101,113,40,38
ESC_IA5315AA,DTU2016_735_PRJ1055_Escherichia_coli_903_15078473_1,traces-0FWZYEy;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5315AA,NA,354,ST354 Cplx,,NA,85,88,78,29,59,58,62
ESC_IA5316AA,DTU2016_734_PRJ1055_Escherichia_coli_903_15069512_1,traces-0EuRoFv;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5316AA,NA,665,,,NA,122,11,125,12,96,8,2
ESC_IA5319AA,DTU2016_740_PRJ1055_Escherichia_coli_903_15087186_1,traces-0GJbNAc;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5319AA,NA,2070,,,NA,251,37,167,198,7,214,62
ESC_IA5320AA,DTU2016_742_PRJ1055_Escherichia_coli_903_15088190_1,traces-0VPjuJc;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5320AA,NA,4980,,A,NA,410,153,188,83,7,8,6
ESC_IA5321AA,DTU2016_751_PRJ1055_Escherichia_coli_903_15095645_1,traces-0OWMQae;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5321AA,NA,6858,,,NA,62,363,398,108,576,9,91
ESC_IA5322AA,DTU2016_752_PRJ1055_Escherichia_coli_903_15095937_1,traces-0Ymacuk;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5322AA,NA,4980,,A,NA,410,153,188,83,7,8,6
ESC_IA5323AA,DTU2016_753_PRJ1055_Escherichia_coli_903_15095941_1,traces-0cRONyO;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5323AA,NA,295,ST23 Cplx,,NA,6,4,12,1,9,2,7
ESC_IA5324AA,DTU2016_754_PRJ1055_Escherichia_coli_903_15096395_1,traces-0DYOwga;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5324AA,NA,38,ST38 Cplx,D,NA,4,26,2,25,5,5,19
ESC_IA5325AA,DTU2016_755_PRJ1055_Escherichia_coli_903_15096396_1,traces-0duITxM;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5325AA,NA,38,ST38 Cplx,D,NA,4,26,2,25,5,5,19
ESC_IA5326AA,DTU2016_760_PRJ1055_Escherichia_coli_903_15097430_1,traces-0pUECKh;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5326AA,NA,117,,ABD,NA,20,45,41,43,5,32,2
ESC_IA5327AA,DTU2016_750_PRJ1055_Escherichia_coli_903_15096222_1,traces-0MxyGmu;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5327AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_IA5328AA,DTU2016_757_PRJ1055_Escherichia_coli_903_15096451_1,traces-0aKjcFI;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5328AA,NA,115,ST38 Cplx,D,NA,4,26,39,25,5,31,19
ESC_IA5329AA,DTU2016_758_PRJ1055_Escherichia_coli_903_15096871_1,traces-0FeBzFw;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5329AA,NA,162,ST469 Cplx,AxB1,NA,9,65,5,1,9,13,6
ESC_IA5330AA,DTU2016_761_PRJ1055_Escherichia_coli_903_15099331_1,traces-0sYQhTV;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5330AA,NA,101,ST101 Cplx,B1,NA,43,41,15,18,11,7,6
ESC_IA5331AA,DTU2016_762_PRJ1055_Escherichia_coli_903_15100804_1,traces-0ISZaig;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5331AA,NA,4243,,D,NA,79,3,206,451,5,16,182
ESC_IA5332AA,DTU2016_766_PRJ1055_Escherichia_coli_903_15107155_1,traces-0tuqQZe;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5332AA,NA,752,ST10 Cplx,A,NA,10,11,4,8,8,8,49
ESC_IA5333AA,DTU2016_767_PRJ1055_Escherichia_coli_903_15108802_1,traces-0osMEkv;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5333AA,NA,2197,,A,NA,10,11,4,8,8,219,174
ESC_IA5334AA,DTU2016_768_PRJ1055_Escherichia_coli_903_15114444_1,traces-0pGwbyc;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5334AA,NA,38,ST38 Cplx,D,NA,4,26,2,25,5,5,19
ESC_IA5335AA,DTU2016_770_PRJ1055_Escherichia_coli_903_15116019_1,traces-0TkGyhD;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5335AA,NA,6206,ST469 Cplx,,NA,6,19,57,18,9,8,6
ESC_IA5336AA,DTU2016_771_PRJ1055_Escherichia_coli_903_15116650_1,traces-0XkpGqy;ILLUMINA;Paired;;NA;Uploaded,Poultry,Poultry,Broiler meat,2015,NA,NA,NA,Europe,Denmark,,,,NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,,,,,3/12/2018,9/14/2018,ESC_IA5336AA,NA,23,ST23 Cplx,B1,NA,6,4,12,1,20,13,7
